出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註,Category
115/08/18,113/9,2062,橋椿,居家生活,572307,651276,682546,-12.125274077349696,-16.151145856836024,5842453,5442950,7.339824911123563,-,上市
115/08/18,113/9,2069,運錩,鋼鐵工業,748591,1020667,970934,-26.65668626496203,-22.89990874765947,7983110,9064453,-11.929489843457736,-,上市
115/08/18,113/9,2072,世紀風電,綠能環保,904888,707883,775975,27.830164024280847,16.61303521376333,6681153,4888505,36.670679481763855,-,上市
115/08/18,113/9,2101,南港,橡膠工業,7027665,866206,718195,711.3156685592111,878.517672776892,13157121,5883212,123.63839684852424,本公告係屬自結數，如與公告財報有所差異，請以財報為準，另113.9月新增子公司-南榮營建收入62億元。,上市
115/08/18,113/9,2102,泰豐,橡膠工業,32753,24115,14898,35.8200290275762,119.84830178547456,188314,433508,-56.56043256410493,"自美國反傾銷案及停產後,衝擊本公司營收,但本公司仍致力於拓展全球其它區域的銷售。",上市
115/08/18,113/9,2103,台橡,橡膠工業,3410390,3195688,2591132,6.718490666172667,31.617763973429373,27620063,23544682,17.309135880450626,-,上市
115/08/18,113/9,2104,國際中橡,橡膠工業,1312107,1634289,1586599,-19.713893931856607,-17.300653788386352,14103822,13427776,5.034683331029651,-,上市
115/08/18,113/9,2105,正新,橡膠工業,8461855,8745988,8594397,-3.248723872019948,-1.54219080175142,73495973,73386418,0.1492851170362341,無。,上市
115/08/18,113/9,2106,建大,橡膠工業,2848764,3053842,2891529,-6.715409638088676,-1.4789753102943115,26208174,25862352,1.337163766079744,-,上市
115/08/18,113/9,2107,厚生,橡膠工業,162631,106158,91419,53.19712127206616,77.89627976678808,1124093,1054771,6.572232266529891,主要係因本期營建收入較去年同期增加所致.,上市
115/08/18,113/9,2108,南帝,橡膠工業,1123242,1014910,851398,10.674049915756076,31.929133025917373,8388525,6846019,22.5314303100824,-,上市
115/08/18,113/9,2109,華豐,橡膠工業,329846,427438,343215,-22.83184929744197,-3.8952260245035912,3557916,3446063,3.2458199400301155,-,上市
115/08/18,113/9,2114,鑫永銓,橡膠工業,121761,121154,134305,0.5010152368060485,-9.33993522206917,1063111,1145764,-7.213789227100869,-,上市
115/08/18,113/9,2115,六暉-KY,汽車工業,266636,259827,250174,2.6205898540182506,6.580220166763932,2331605,1879149,24.07770751547642,-,上市
115/08/18,113/9,2201,裕隆,汽車工業,7066281,6999969,7204757,0.9473184809818443,-1.922007917824293,64992331,59034717,10.091712644273368,-,上市
115/08/18,113/9,2204,中華,汽車工業,2729237,1882462,3409468,44.98231571208344,-19.95123579397137,32236863,27709058,16.3405230159755,-,上市
115/08/18,113/9,2206,三陽工業,汽車工業,5367010,5022347,5423486,6.862588347639062,-1.0413228687231793,51086785,49408792,3.396142532689324,-,上市
115/08/18,113/9,2207,和泰車,汽車工業,20109797,20734032,19953086,-3.0106782896833573,0.7853973064617674,206176022,205257701,0.4473990478924832,-,上市
115/08/18,113/9,2208,台船,航運業,933903,1221334,1600377,-23.53418475208256,-41.644812441068574,11242969,16848431,-33.26993474941376,-,上市
115/08/18,113/9,2211,長榮鋼,鋼鐵工業,1159962,1150102,854884,0.8573152642113482,35.68647910125818,9471674,9119705,3.859434049675949,-,上市
115/08/18,113/9,2227,裕日車,汽車工業,1960731,1377419,2840639,42.34818889531798,-30.97570652237049,18776090,19673801,-4.562976925506159,-,上市
115/08/18,113/9,2228,劍麟,汽車工業,478609,443891,445420,7.821289460700938,7.4511696825468094,3820493,3615076,5.682231853493536,-,上市
115/08/18,113/9,2231,為升,汽車工業,427571,394936,355176,8.263364190653675,20.382852444985023,3194646,3331695,-4.113491781210465,-,上市
115/08/18,113/9,2233,宇隆,汽車工業,309600,303064,313110,2.1566401816118046,-1.1210117849956884,2769158,2472630,11.99241293683244,-,上市
115/08/18,113/9,2236,百達-KY,汽車工業,140825,152740,184213,-7.800838025402645,-23.55316942886767,1242552,1302596,-4.6095642854730094,-,上市
115/08/18,113/9,2237,華德動能-創,汽車工業,32921,6628,151590,396.6958358479179,-78.28286826307804,446319,1547222,-71.15352547986004,本月銷售零件及維修收入,上市
115/08/18,113/9,2239,英利-KY,汽車工業,1728243,1512066,2068556,14.29679656840376,-16.451718010051458,15971689,17577248,-9.134302480115204,-,上市
115/08/18,113/9,2241,艾姆勒,汽車工業,53707,62929,88751,-14.654610751799646,-39.48575227321383,523366,629329,-16.83745703757494,-,上市
115/08/18,113/9,2243,宏旭-KY,汽車工業,85263,179760,324067,-52.56842456608812,-73.68969996945076,1235054,979635,26.07287408065249,本月認列合約收入金額較去年同期減少,上市
115/08/18,113/9,2247,汎德永業,汽車工業,5481869,3567886,4382452,53.64473528582472,25.086800722517896,43553811,40539372,7.435830530379207,-,上市
115/08/18,113/9,2248,華勝-KY,汽車工業,200470,165420,190123,21.188489904485557,5.442266322328177,1475527,1273724,15.843542243060506,-,上市
115/08/18,113/9,2250,IKKA-KY,汽車工業,314096,307632,353808,2.101211837520154,-11.224166779722337,2693885,2595657,3.784321272032476,-,上市
115/08/18,113/9,2254,巨鎧精密-創,汽車工業,18572,70802,66732,-73.76910256772408,-72.16927411137085,480300,415644,15.555619713023646,本月營收較去年同期營收減少，係因客戶訂單減少所致。,上市
115/08/18,113/9,2258,鴻華先進-創,汽車工業,749886,739406,74096,1.417353930046551,912.0465342258692,6927577,588480,1077.198375475802,乘用車陸續交車，營收表現優於去年同期。,上市
115/08/18,113/9,2301,光寶科,電腦及週邊設備業,11850060,12053795,14100034,-1.690214575575576,-15.957223932935197,98828078,111424497,-11.30489195746605,-,上市
115/08/18,113/9,2302,麗正,半導體業,68296,68110,56150,0.2730876523271179,21.631344612644703,552073,573048,-3.660251846267677,-,上市
115/08/18,113/9,2303,聯電,半導體業,18942714,20645494,19052938,-8.247707708035467,-0.5785144527316469,171916474,167574722,2.5909349263309536,-,上市
115/08/18,113/9,2305,全友,電腦及週邊設備業,66227,66730,62270,-0.7537839052899745,6.354584872330175,534826,410099,30.41387567392264,-,上市
115/08/18,113/9,2308,台達電,電子零組件業,37094029,37770041,35385748,-1.7898100772514385,4.827596127118748,306945074,301206071,1.905341077935976,-,上市
115/08/18,113/9,2312,金寶,其他電子業,18544764,13767941,15232473,34.695260533147255,21.744932684272605,119111029,118288143,0.6956622862868005,-,上市
115/08/18,113/9,2313,華通,電子零組件業,6463377,7004922,7101338,-7.730921200835641,-8.983673217638705,52631879,46952109,12.09694329172732,-,上市
115/08/18,113/9,2314,台揚,通信網路業,108871,117133,169187,-7.053520357200789,-35.65049324120648,1285108,2913346,-55.88893320601123,因客戶調整排程遞延出貨，故營收減少,上市
115/08/18,113/9,2316,楠梓電,電子零組件業,242331,331646,299557,-26.93082383022862,-19.10354289834656,2408906,2653667,-9.223500914018224,-,上市
115/08/18,113/9,2317,鴻海,其他電子業,733023957,548311941,660740414,33.687396204271245,10.939779294323596,4727629390,4308225147,9.734965761760362,-,上市
115/08/18,113/9,2321,東訊,通信網路業,50910,40090,59985,26.9892741332003,-15.128782195548888,465261,580693,-19.878317803038783,-,上市
115/08/18,113/9,2323,中環,光電業,640251,618550,653094,3.508366340635357,-1.9664856819998344,5513169,5472374,0.7454717093531984,無,上市
115/08/18,113/9,2324,仁寶,電腦及週邊設備業,83765925,84111446,85130577,-0.410789513712557,-1.6030103966052056,681097628,705043628,-3.396385563816485,無,上市
115/08/18,113/9,2327,國巨*,電子零組件業,10415225,10317720,9460962,0.9450246759943088,10.08632103162448,91661267,80246286,14.224933724658609,-,上市
115/08/18,113/9,2328,廣宇,電子零組件業,1975658,2109223,2387420,-6.33242668034627,-17.247153831332568,16122464,19167250,-15.885356532627268,-,上市
115/08/18,113/9,2329,華泰,半導體業,1329392,1339230,1627249,-0.7346012260776715,-18.30432834802787,12150440,11954151,1.6420153969947342,-,上市
115/08/18,113/9,2330,台積電,半導體業,251872717,250866368,180430282,0.4011494278898317,39.59559016817366,2025846521,1536206985,31.87327884725117,-,上市
115/08/18,113/9,2331,精英,電腦及週邊設備業,1459533,1558009,1452628,-6.320631010475549,0.4753453740393273,13187195,15413228,-14.442354320587484,-,上市
115/08/18,113/9,2332,友訊,通信網路業,1257999,1233460,1311826,1.9894443273393545,-4.103211858889822,10964046,12231575,-10.36276195011681,-,上市
115/08/18,113/9,2337,旺宏,半導體業,2652966,2695847,2501015,-1.590631812562063,6.075573317233204,19970575,21815833,-8.458343075875215,-,上市
115/08/18,113/9,2338,光罩,半導體業,638494,557735,755201,14.479815683075296,-15.453766613126836,5643840,5318498,6.117178195798889,-,上市
115/08/18,113/9,2340,台亞,半導體業,410513,402632,402990,1.9573705020962069,1.866795702126604,3191172,2965242,7.619276942657631,-,上市
115/08/18,113/9,2342,茂矽,半導體業,175364,174501,130701,0.4945530398106601,34.171888508886695,1352577,1170480,15.557463604675004,-,上市
115/08/18,113/9,2344,華邦電,半導體業,7231483,6997545,6766334,3.343143916902285,6.874461118827418,62917765,55832409,12.690399943158464,-,上市
115/08/18,113/9,2345,智邦,通信網路業,10047189,9416897,7515166,6.693202654759843,33.692176593304794,71452841,62232085,14.816723559880726,-,上市
115/08/18,113/9,2347,聯強,電子通路業,38611214,34095145,32579774,13.24548993705702,18.51283560162204,312859158,281783857,11.028062902836908,本月營收係當月自結數，前期調整數反應在本年累計營收內,上市
115/08/18,113/9,2348,海悅,其他,633961,646631,542586,-1.959386419766451,16.840648302757536,5837709,3609071,61.751015704595446,本年度增減百分比達50％以上，係因個案銷售狀況良好及認列建案營建收入及出售道路地收入,上市
115/08/18,113/9,2349,錸德,光電業,585264,593814,705003,-1.4398447998868331,-16.984183046029592,5610751,5622793,-0.2141640284463611,-,上市
115/08/18,113/9,2351,順德,半導體業,914431,989583,926296,-7.594309926504397,-1.2809080466719065,8078267,8257510,-2.170666459986122,-,上市
115/08/18,113/9,2352,佳世達,電腦及週邊設備業,17666058,16840284,17998260,4.903563384085446,-1.845745088691907,147569517,152927727,-3.5037531160062296,-,上市
115/08/18,113/9,2353,宏碁,電腦及週邊設備業,26310042,22822491,28064739,15.281202214079086,-6.252318968653156,198585917,178166276,11.461002305509265,-,上市
115/08/18,113/9,2354,鴻準,其他電子業,5605568,6783743,6879714,-17.367624333645896,-18.520333839459024,42556793,62403246,-31.80355874436404,-,上市
115/08/18,113/9,2355,敬鵬,電子零組件業,1372888,1383884,1525589,-0.7945752678692722,-10.00931443527713,12335147,12405964,-0.5708302877551474,-,上市
115/08/18,113/9,2356,英業達,電腦及週邊設備業,56253892,52028078,47528852,8.122179719958135,18.3573548126094,448480153,386674926,15.983769012216737,-,上市
115/08/18,113/9,2357,華碩,電腦及週邊設備業,62060474,57139671,48871579,8.611885427201708,26.986840347433837,433132515,362153167,19.599261988505543,-,上市
115/08/18,113/9,2359,所羅門,其他電子業,334487,294461,382561,13.592971564995024,-12.566361965804148,2504320,3149619,-20.488160631492253,-,上市
115/08/18,113/9,2360,致茂,其他電子業,1769068,2072772,1657291,-14.652069788669472,6.744560852620331,15564704,13651531,14.014347548271326,-,上市
115/08/18,113/9,2362,藍天,電腦及週邊設備業,2448247,2485865,2617168,-1.513276062859407,-6.454343015045271,19241683,17628577,9.15051736734054,-,上市
115/08/18,113/9,2363,矽統,半導體業,176923,21684,53734,715.9149603394208,229.25708117765288,297205,152018,95.50645318317568,新增合併個體聯暻半導體(山東)有限公司營收,上市
115/08/18,113/9,2364,倫飛,電腦及週邊設備業,121690,132572,88310,-8.208369791509519,37.798663797984375,924406,786835,17.484097682487434,-,上市
115/08/18,113/9,2365,昆盈,電腦及週邊設備業,75538,99872,76467,-24.3651874399231,-1.214903160840624,751880,572438,31.34697556765973,-,上市
115/08/18,113/9,2367,燿華,電子零組件業,1531025,1606878,1250692,-4.72052016394524,22.414231481451868,14051778,11331366,24.007802766233127,-,上市
115/08/18,113/9,2368,金像電,電子零組件業,3333418,3571863,2854546,-6.67564797418042,16.775767495076273,28951140,21513941,34.56920793823875,-,上市
115/08/18,113/9,2369,菱生,半導體業,440155,465239,492585,-5.391637416467665,-10.643848269841753,4096285,4200048,-2.470519384540367,-,上市
115/08/18,113/9,2371,大同,電機機械,3925579,4032767,3752193,-2.65792692709497,4.6209243501067245,35622289,35810044,-0.5243082080547011,-,上市
115/08/18,113/9,2373,震旦行,其他電子業,989382,854905,926600,15.730051877109153,6.775523418951003,8428316,8717149,-3.313388356674872,-,上市
115/08/18,113/9,2374,佳能,光電業,574774,574025,509842,0.130482121858804,12.735710278870709,4506251,3608731,24.870792530670755,-,上市
115/08/18,113/9,2375,凱美,電子零組件業,473833,453199,430274,4.552966798249775,10.12354918028977,3997230,3634879,9.968722480170593,-,上市
115/08/18,113/9,2376,技嘉,電腦及週邊設備業,26735874,24662927,16271282,8.405113472541196,64.3132606269131,199519848,91368861,118.3674457756456,AI訂單需求暢旺，PC產品需求回溫,上市
115/08/18,113/9,2377,微星,電腦及週邊設備業,19810278,16422915,18110067,20.62583286828191,9.388209331307278,146385097,133810706,9.39714868554688,-,上市
115/08/18,113/9,2379,瑞昱,半導體業,9829641,10212638,8858698,-3.750225945539243,10.960335254684152,87049076,72594151,19.9119692163629,無,上市
115/08/18,113/9,2380,虹光,電腦及週邊設備業,182247,158700,119066,14.837429111531192,53.06384694203215,1900753,1276929,48.85346013756442,海外地區銷售增加。,上市
115/08/18,113/9,2382,廣達,電腦及週邊設備業,155109787,145176833,98258338,6.841969062653406,57.859160003296616,993442750,797714951,24.53605749204517,接單暢旺且適逢季節性需求上揚，使營收增加,上市
115/08/18,113/9,2383,台光電,電子零組件業,5940565,5741209,4337243,3.47236966987267,36.96638625043605,45814583,28413867,61.24022471140588,受惠於AI伺服器成長力道,上市
115/08/18,113/9,2385,群光,電子零組件業,9653109,9687161,9140680,-0.351516816949775,5.606027122708595,75240892,73893599,1.8232878330909288,-,上市
115/08/18,113/9,2387,精元,電腦及週邊設備業,2135139,2245683,1979193,-4.922511325062353,7.879272006317726,17597230,16166412,8.850560037688016,-,上市
115/08/18,113/9,2388,威盛,半導體業,2649497,1835800,992850,44.32383701928315,166.85773278944453,10407740,8433584,23.40826865541388,出貨增加,上市
115/08/18,113/9,2390,云辰,其他電子業,57272,52023,52667,10.089767987236415,8.743615546737045,498562,474657,5.036268294789712,-,上市
115/08/18,113/9,2392,正崴,電子零組件業,7917574,8333024,9434240,-4.985585064917609,-16.076186317074825,65552506,61094101,7.29760308609828,-,上市
115/08/18,113/9,2393,億光,光電業,1753651,1924804,1512452,-8.891970299313593,15.947547426298488,16019321,13387125,19.662145531620865,-,上市
115/08/18,113/9,2395,研華,電腦及週邊設備業,4950809,4967440,5097469,-0.3348002190262992,-2.8771141129058364,43472534,49430091,-12.052490455661916,-,上市
115/08/18,113/9,2397,友通,電腦及週邊設備業,857720,924943,1311308,-7.267799204923979,-34.59050047738594,6575753,11502617,-42.83254845397356,對比去年同期，本月合併營收減少34.59%，本年累計合併營收減少42.83%，主係減少合併子公司Brainstorm Corporation股權所致。,上市
115/08/18,113/9,2399,映泰,電腦及週邊設備業,180024,131865,198999,36.52144238425662,-9.535223795094447,1646955,1780822,-7.517146576131696,-,上市
115/08/18,113/9,2401,凌陽,半導體業,547813,619992,482525,-11.641924411927896,13.530490648152943,4920998,4157423,18.36654581455868,-,上市
115/08/18,113/9,2402,毅嘉,電子零組件業,870663,892629,799507,-2.460820788927987,8.899984615519314,7013684,6366938,10.157881229564351,-,上市
115/08/18,113/9,2404,漢唐,其他電子業,3586435,3573106,9605328,0.3730367920794961,-62.66202465964723,34778982,50737737,-31.45342292266602,"營收較去年同期減少50%以上,係因本月正在投入進行的專案較去年同期減少所致",上市
115/08/18,113/9,2405,輔信,電腦及週邊設備業,126171,123307,152305,2.3226580810497377,-17.158990184169923,1267885,1275291,-0.5807302019695897,-,上市
115/08/18,113/9,2406,國碩,光電業,588901,582179,326251,1.1546277004151644,80.5055003662824,5946284,2703708,119.93070257586989,主要係因子公司太陽能導電漿產品銷量增加所致。,上市
115/08/18,113/9,2408,南亞科,半導體業,2584927,2802250,2724287,-7.755303773753234,-5.11546690932343,27556573,21188328,30.055439013403983,-,上市
115/08/18,113/9,2409,友達,光電業,25871576,27012994,24568621,-4.225440541688937,5.3033298043060695,211553412,184618640,14.589410906721012,-,上市
115/08/18,113/9,2412,中華電,通信網路業,19486194,18355881,18501054,6.157770362533948,5.32477771266437,164672680,161332502,2.0703689328514847,-,上市
115/08/18,113/9,2413,環科,電子零組件業,246861,215623,343375,14.487322780964924,-28.107462686567164,2282708,3596801,-36.53504878362745,-,上市
115/08/18,113/9,2414,精技,電子通路業,2170149,2188950,2090151,-0.8589049544302063,3.827378978839328,17393093,17637763,-1.3871940562984093,-,上市
115/08/18,113/9,2415,錩新,電子零組件業,169890,206609,199702,-17.772217086380554,-14.928243082192466,1762134,1617381,8.949839277201846,-,上市
115/08/18,113/9,2417,圓剛,電腦及週邊設備業,264486,294575,291023,-10.214376644318085,-9.118523278228867,2525563,2460934,2.626198020751471,-,上市
115/08/18,113/9,2419,仲琦,通信網路業,779723,555635,598519,40.33007279958966,30.27539643687168,6508836,7195432,-9.542109493912248,-,上市
115/08/18,113/9,2420,新巨,電子零組件業,167314,209957,180732,-20.310349261991743,-7.424252484341456,1701706,1622683,4.869897570874903,-,上市
115/08/18,113/9,2421,建準,電子零組件業,1273787,1360405,1058726,-6.367074510899328,20.31318773695933,10767527,9648751,11.59503442466284,-,上市
115/08/18,113/9,2423,固緯,其他電子業,216200,231255,257794,-6.5101295107132815,-16.13458808195691,1988375,2173109,-8.500908145886838,-,上市
115/08/18,113/9,2424,隴華,通信網路業,10379,10641,8267,-2.462174607649657,25.547356961412845,71264,62876,13.340543291557989,-,上市
115/08/18,113/9,2425,承啟,電腦及週邊設備業,506565,618388,899451,-18.08298349903297,-43.68064519356808,4047627,5024585,-19.443556034976023,-,上市
115/08/18,113/9,2426,鼎元,光電業,204004,214301,184149,-4.804923915427366,10.782029769371542,1837146,1678665,9.440894996917192,咸瑞公司自113/2起非合併財務報表之子公司，不再納計合併營收。,上市
115/08/18,113/9,2427,三商電,資訊服務業,527869,235686,405826,123.97130079852006,30.07274053412053,3374881,2678307,26.00799684278165,-,上市
115/08/18,113/9,2428,興勤,電子零組件業,665600,650842,566456,2.2675242224687406,17.502506814298023,5487570,5298748,3.56352104308414,-,上市
115/08/18,113/9,2429,銘旺科,光電業,31408,25658,28921,22.41016447112012,8.599287714809309,202041,410993,-50.84076857756701,本公司已於112年12月30日處分嵩達光電科技股份有限公司，自該日後嵩達營收將不納入合併。,上市
115/08/18,113/9,2430,燦坤,電子通路業,1617732,1602579,1630497,0.945538410274938,-0.7828901249128333,14371356,15258887,-5.816485828881229,-,上市
115/08/18,113/9,2431,聯昌,電子零組件業,41369,31490,50269,31.37186408383614,-17.704748453321134,299537,459562,-34.82119931587033,-,上市
115/08/18,113/9,2432,倚天酷碁-創,電腦及週邊設備業,292392,209105,193900,39.83022883240477,50.79525528623002,1879140,1489525,26.15699635789933,本月營收較去年同期營收增加，主係電腦創新週邊產品及衣著包袋產品挹注成長所致。,上市
115/08/18,113/9,2433,互盛電,其他電子業,226267,223619,244631,1.184156981294076,-7.506816388765119,2057157,2164470,-4.957934274903325,-,上市
115/08/18,113/9,2434,統懋,半導體業,3733,3670,8257,1.7166212534059946,-54.789875257357394,37801,44737,-15.503945280193127,市場需求減少。,上市
115/08/18,113/9,2436,偉詮電,半導體業,290543,275375,285024,5.50812528370404,1.936328168855956,2258432,2091516,7.980622667959508,-,上市
115/08/18,113/9,2438,翔耀,光電業,33800,38307,11838,-11.765473673218994,185.52120290589627,252871,97719,158.77362641860847,本期營業收入較去年同期明顯成長主要係因新增合併孫公司嵩達光電之營收,上市
115/08/18,113/9,2439,美律,通信網路業,4548840,4503841,4502585,0.9991249691097,1.027298762821801,31503102,24974507,26.1410365377783,-,上市
115/08/18,113/9,2440,太空梭,電子零組件業,307032,296227,280659,3.6475405685504696,9.396812502004211,2866720,2122821,35.04294521299723,-,上市
115/08/18,113/9,2441,超豐,半導體業,1252598,1316086,1146695,-4.824000863165477,9.235498541460458,11325759,10043292,12.76938876217081,-,上市
115/08/18,113/9,2442,新美齊,建材營造,15926,95068,13344,-83.24778053603737,19.349520383693047,596130,1286481,-53.661966247461095,本年累計營收較去年同期減少，主係本期營建專案交屋認列收入減少所致。,上市
115/08/18,113/9,2444,兆勁,通信網路業,113839,150201,185003,-24.20889341615569,-38.4664032475149,997540,1336554,-25.36478137059932,-,上市
115/08/18,113/9,2449,京元電子,半導體業,2343053,2351067,2095692,-0.3408665086958389,11.803308883175582,19559121,17645970,10.84185794263506,"以上營收不含停業部門營收:113年9月868,195仟元暨112年9月763,213仟元;113年1~9月7,304,788仟元,暨112年1~9月6,879,498仟元。",上市
115/08/18,113/9,2450,神腦,通信網路業,2761710,2639948,2809253,4.61228781779035,-1.692371601988144,23365076,22910742,1.9830610462114235,-,上市
115/08/18,113/9,2451,創見,半導體業,819543,908747,1041420,-9.816153450850456,-21.30523708014058,7581156,7805483,-2.8739669281196307,-,上市
115/08/18,113/9,2453,凌群,資訊服務業,670468,515695,653001,30.012507392935746,2.6748810491867547,4661063,4244668,9.80983671750064,-,上市
115/08/18,113/9,2454,聯發科,半導體業,44675936,41527835,36078033,7.5807009924789,23.8314073275558,392542762,303884325,29.17506093807241,海外子公司之營收係以當月平均匯率換算之,上市
115/08/18,113/9,2455,全新,通信網路業,269294,273961,286930,-1.7035271443745643,-6.146446868574217,2518743,1757166,43.34120965236068,-,上市
115/08/18,113/9,2457,飛宏,電子零組件業,821693,1063702,989990,-22.75157891965983,-16.99986868554228,7905107,9415845,-16.04463539915961,-,上市
115/08/18,113/9,2458,義隆,半導體業,1114868,1188899,1207207,-6.226853584703158,-7.648978178555956,9660032,8948469,7.951784824867807,-,上市
115/08/18,113/9,2459,敦吉,其他電子業,425481,427678,713875,-0.5137042354294586,-40.39838907371739,3944077,5534539,-28.737027600672796,-,上市
115/08/18,113/9,2460,建通,電子零組件業,257959,272499,237142,-5.335799397428981,8.77828474078822,2298033,1841036,24.82281715295084,-,上市
115/08/18,113/9,2461,光群雷,其他電子業,444256,433359,440396,2.5145433693542767,0.8764838917701342,4154551,4199780,-1.0769373633857011,-,上市
115/08/18,113/9,2462,良得電,電子零組件業,370385,372570,378619,-0.586466972649435,-2.174745588573209,3022831,2873695,5.1896948005964445,-,上市
115/08/18,113/9,2464,盟立,其他電子業,796115,741661,871034,7.342168457017425,-8.601156786072645,5359922,6748408,-20.575015618498465,-,上市
115/08/18,113/9,2465,麗臺,電腦及週邊設備業,325865,427360,442025,-23.74929801572445,-26.279056614444883,2667446,2554207,4.4334308065086345,-,上市
115/08/18,113/9,2466,冠西電,光電業,54195,157751,49760,-65.64522570379903,8.912781350482316,891193,920292,-3.1619312131367,-,上市
115/08/18,113/9,2467,志聖,電子零組件業,333203,357300,297884,-6.744192555275679,11.856628754817311,3482930,2600397,33.93839479125688,-,上市
115/08/18,113/9,2468,華經,資訊服務業,205182,146640,155840,39.92225859247136,31.661960985626283,1636732,1751529,-6.554102158742447,-,上市
115/08/18,113/9,2471,資通,資訊服務業,73724,75586,52865,-2.463419151694758,39.45710772722973,594444,577848,2.8720355526020684,-,上市
115/08/18,113/9,2472,立隆電,電子零組件業,921902,935935,747200,-1.4993562587145477,23.3808886509636,7718367,6628596,16.440449832815275,-,上市
115/08/18,113/9,2474,可成,其他電子業,1463194,1665219,1185500,-12.132037888109611,23.424209194432727,13448131,14766784,-8.929859067485513,-,上市
115/08/18,113/9,2476,鉅祥,電子零組件業,605687,607658,486606,-0.3243600841262684,24.47174921805321,4914859,4289594,14.576321208953576,-,上市
115/08/18,113/9,2477,美隆電,其他電子業,311785,337791,223724,-7.69884336764449,39.3614453523091,2007891,1751534,14.636141804840785,-,上市
115/08/18,113/9,2478,大毅,電子零組件業,421211,464905,395595,-9.398479259203492,6.475309344152479,3668617,3434877,6.804901602007874,-,上市
115/08/18,113/9,2480,敦陽科,資訊服務業,625350,593636,569408,5.342330990708111,9.824589749353716,5302883,5299427,0.0652145977291507,-,上市
115/08/18,113/9,2481,強茂,半導體業,1109296,1127773,1111484,-1.6383616206452891,-0.1968539358191391,9524746,9676948,-1.572830607336115,"本月營收淨額含功率元件及其他IC產品$1,103,573仟元及太陽能$23,203仟元，減銷退/折$17,480仟元",上市
115/08/18,113/9,2482,連宇,其他電子業,51935,53067,86223,-2.133152429947048,-39.76665158948308,459140,1202981,-61.833146159415655,主要係客戶需求減少所致,上市
115/08/18,113/9,2483,百容,電子零組件業,142513,142647,143413,-0.0939381830672919,-0.6275581711560319,1343057,1367046,-1.7548056173676672,-,上市
115/08/18,113/9,2484,希華,電子零組件業,203592,220831,205846,-7.806422105592059,-1.0949933445391216,1660076,1786298,-7.066122225966776,-,上市
115/08/18,113/9,2485,兆赫,通信網路業,90854,100165,504499,-9.295662157440225,-81.99124279730981,2232160,4558072,-51.02841727818253,客戶端因產品驗證而調整出貨時程,上市
115/08/18,113/9,2486,一詮,光電業,501805,487452,452305,2.9444950477175187,10.94394269353644,3976810,3626843,9.649356203177254,-,上市
115/08/18,113/9,2488,漢平,其他電子業,336832,359809,349975,-6.385888068391841,-3.7554111007929136,2125940,1825263,16.4730781262755,-,上市
115/08/18,113/9,2489,瑞軒,光電業,2461537,2622042,1820844,-6.121374104610071,35.18659478791154,17653449,12104839,45.837949600155774,-,上市
115/08/18,113/9,2491,吉祥全,光電業,18195,16610,17937,9.542444310656233,1.438367620003345,150173,137942,8.866770091777704,-,上市
115/08/18,113/9,2492,華新科,電子零組件業,3182121,3076398,2935063,3.436583953051588,8.41746838142827,26405877,24722132,6.810678787735621,-,上市
115/08/18,113/9,2493,揚博,電子零組件業,343822,306902,296829,12.029898795055098,15.831674128875548,2734115,2483984,10.06975085185734,-,上市
115/08/18,113/9,2495,普安,電腦及週邊設備業,82521,108277,152276,-23.78713854281149,-45.808269195408336,975628,1036800,-5.900077160493828,-,上市
115/08/18,113/9,2496,卓越,其他,74166,81743,70315,-9.269295230172617,5.476783047713859,615013,557537,10.308912233627543,-,上市
115/08/18,113/9,2497,怡利電,汽車工業,444427,489824,357825,-9.268022800026133,24.202333542933,3320310,2689767,23.44229072629711,-,上市
115/08/18,113/9,2498,宏達電,通信網路業,337794,203561,601466,65.94239564553132,-43.83822194438256,2135363,3218474,-33.65293614302927,-,上市
115/08/18,113/9,2501,國建,建材營造,1081604,923599,752777,17.107532598021436,43.68186063070471,14486987,9445249,53.37856100987915,本年交屋入帳及工程收入增加,上市
115/08/18,113/9,2504,國產,建材營造,1755131,1906931,1690330,-7.960434855797089,3.833630119562452,16020853,15352738,4.351764486569106,-,上市
115/08/18,113/9,2505,國揚,建材營造,71832,712,15683,9988.76404494382,358.02461263788814,472864,434674,8.785894716500183,"本年度營建收入466,417仟元，租賃收入6,447仟元。",上市
115/08/18,113/9,2506,太設,建材營造,157094,70032,100015,124.31745487777016,57.07043943408489,1243780,745927,66.74285821534815,本月及本期交屋均較去年同期多,上市
115/08/18,113/9,2509,全坤建,建材營造,66352,40601,19428,63.42454619344351,241.52769199094087,1355214,165904,716.8663805574308,"本月營收及累計營收較去年同期增加,主要係完工認列全坤家宜案售屋收入所致.",上市
115/08/18,113/9,2511,太子,建材營造,623480,613333,607397,1.6544030730451484,2.647856344367852,5850515,6266515,-6.638458537161405,-,上市
